ID_code,price,carat,cut,color,clarity,depth,table,x,y,z
train_14971,3855,0.91,Fair,D,SI1,,60.0,6.08,6.04,3.9
train_14972,1410,0.5,Premium,E,SI1,59.3,59.0,5.19,5.24,3.09
train_14973,709,0.3,Ideal,D,SI1,61.7,56.0,4.35,4.31,2.67
train_14974,6271,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0
train_14975,1554,0.57,Ideal,H,VS1,61.7,54.0,5.33,5.36,3.3
train_14976,984,0.42,Premium,G,VS1,60.5,59.0,4.83,4.79,2.91
train_14977,5773,1.1,Premium,E,SI1,62.9,58.0,6.62,6.55,4.14
train_14978,568,0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87
train_14979,6782,1.04,Premium,F,VS2,61.7,59.0,6.45,6.49,3.99
train_14980,1122,0.5,Very Good,F,SI1,60.0,54.0,5.13,5.2,3.1
train_14981,1793,0.52,Ideal,E,VS1,62.5,56.0,5.16,5.11,3.21
train_14982,5820,1.07,Very Good,H,VS2,61.3,58.0,6.59,6.62,4.05
train_14983,11406,2.01,Very Good,J,SI2,60.6,60.0,8.11,8.19,4.94
train_14984,10335,1.21,Ideal,D,VS1,61.0,57.0,6.88,6.85,4.19
train_14985,709,0.35,Premium,I,VS1,60.7,62.0,4.59,4.53,2.77
train_14986,828,0.32,Ideal,G,VS1,62.3,54.0,4.39,4.37,2.73
train_14987,1754,0.57,Ideal,F,VS2,61.7,57.0,5.33,5.36,3.3
train_14988,2240,0.7,Ideal,I,VS2,62.0,54.1,5.7,5.73,3.55
train_14989,917,0.34,Very Good,G,IF,59.4,56.0,4.59,4.63,2.74
train_14990,2327,0.74,Very Good,I,VS2,,59.0,5.83,5.85,3.55
train_14991,433,0.33,Ideal,H,SI2,61.4,55.0,4.47,4.49,2.75
train_14992,880,0.34,Ideal,F,VS2,61.6,57.0,4.53,4.47,2.77
train_14993,1896,0.7,Very Good,J,VS2,58.2,60.0,5.86,5.9,3.42
train_14994,11333,1.54,Ideal,G,SI1,61.5,55.0,7.4,7.45,4.57
train_14995,1847,0.54,Ideal,G,VS1,61.8,54.0,5.24,5.22,3.23
train_14996,731,0.3,Ideal,E,VVS2,61.5,55.0,4.33,4.35,2.67
train_14997,2184,0.7,Premium,F,SI2,59.8,56.0,5.78,5.73,3.44
train_14998,5408,1.2,Very Good,I,SI1,62.8,57.0,6.7,6.74,4.22
train_14999,4536,0.91,Very Good,G,VS1,63.1,61.0,6.13,6.07,3.85
train_15000,504,0.27,Very Good,G,VVS2,,56.0,4.14,4.17,2.57
train_15001,703,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89
train_15002,15819,1.52,Very Good,F,VS1,63.8,56.0,7.25,7.3,4.64
train_15003,821,0.32,Ideal,H,VVS1,61.3,57.0,4.41,4.43,2.71
train_15004,1427,0.56,Ideal,H,VS2,61.7,54.0,5.31,5.33,3.28
train_15005,4468,1.01,Premium,F,SI2,62.6,54.0,6.38,6.34,3.98
train_15006,4586,1.16,Very Good,I,SI1,62.9,58.0,6.64,6.69,4.19
train_15007,9279,1.36,Ideal,H,VS2,59.9,57.0,7.2,7.22,4.32
train_15008,1023,0.51,Ideal,J,SI1,,58.0,5.11,5.13,3.2
train_15009,4106,1.2,Ideal,J,VS2,62.2,54.0,6.84,6.8,4.24
train_15010,10162,1.83,Premium,H,SI1,60.4,59.0,7.89,7.85,4.75
train_15011,8099,1.21,Good,G,VS2,63.8,56.0,6.74,6.67,4.28
train_15012,739,0.34,Very Good,F,VS1,61.1,57.0,4.51,4.54,2.76
train_15013,998,0.38,Ideal,F,VS1,62.8,56.0,4.64,4.59,2.9
train_15014,7701,1.24,Ideal,E,SI1,63.5,55.0,6.86,6.82,4.35
train_15015,9450,1.5,Very Good,E,SI2,63.5,59.0,7.28,7.25,4.61
train_15016,5190,1.01,Premium,H,VS2,61.0,61.0,6.47,6.39,3.92
train_15017,16803,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79
train_15018,1846,0.54,Very Good,H,VVS1,62.0,57.0,5.2,5.25,3.24
train_15019,2318,0.72,Very Good,G,SI1,63.3,53.0,5.73,5.68,3.61
train_15020,1004,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91
train_15021,664,0.36,Ideal,G,VS2,60.6,56.0,4.62,4.67,2.81
train_15022,11374,1.51,Premium,F,SI1,62.2,58.0,7.32,7.27,4.54
train_15023,7127,1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98
train_15024,605,0.3,Good,G,VS1,63.1,59.0,4.25,4.27,2.69
train_15025,5818,1.2,Good,I,VS1,61.7,62.0,6.65,6.74,4.13
train_15026,5882,1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0
train_15027,1393,0.51,Very Good,E,VS2,60.2,62.0,5.16,5.27,3.14
train_15028,1240,0.54,Ideal,H,SI1,61.0,56.0,5.28,5.24,3.21
train_15029,1040,0.42,Premium,D,SI1,61.1,60.0,4.83,4.79,2.94
train_15030,1050,0.4,Ideal,D,VS2,60.4,56.0,4.77,4.73,2.87
train_15031,5550,1.23,Very Good,G,SI2,63.4,58.0,6.8,6.77,4.3
train_15032,1013,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88
train_15033,4632,1.01,Premium,F,SI1,63.0,58.0,6.33,6.29,3.98
train_15034,1612,0.57,Ideal,F,VS2,61.3,57.0,5.35,5.39,3.29
train_15035,935,0.41,Premium,E,VS2,62.1,58.0,4.75,4.78,2.96
train_15036,1698,0.56,Ideal,H,VS1,62.8,56.0,5.28,5.23,3.3
train_15037,4719,1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05
train_15038,5050,1.01,Good,D,VS1,56.8,61.0,6.5,6.45,3.68
train_15039,2588,0.71,Very Good,F,VS2,63.1,58.0,5.65,5.7,3.58
train_15040,1240,0.5,Premium,E,SI2,61.7,58.0,5.12,5.06,3.14
train_15041,3167,1.01,Premium,H,I1,58.1,59.0,6.66,6.6,0.0
train_15042,751,0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81
train_15043,1801,0.53,Ideal,E,VS2,61.8,56.0,5.21,5.17,3.21
train_15044,1816,0.59,Very Good,D,SI1,62.3,54.0,5.38,5.41,3.36
train_15045,863,0.34,Ideal,G,VVS1,61.7,56.0,4.5,4.55,2.79
train_15046,4899,1.07,Ideal,H,SI2,62.8,56.0,6.5,6.56,4.1
train_15047,4064,0.9,Ideal,H,VS1,61.2,57.0,6.28,6.24,3.83
train_15048,4234,1.0,Premium,F,SI1,63.0,60.0,6.34,6.24,3.97
train_15049,625,0.31,Premium,F,VS2,62.4,58.0,4.31,4.34,2.7
train_15050,7625,1.31,Premium,F,SI1,62.6,58.0,6.98,7.02,4.38
train_15051,1838,0.5,Premium,H,VVS1,62.5,58.0,5.1,5.05,3.17
train_15052,5756,1.34,Premium,D,SI2,60.3,59.0,7.16,7.11,4.3
train_15053,956,0.3,Ideal,E,VVS1,60.6,57.0,4.35,4.33,2.63
train_15054,802,0.31,Ideal,G,VS1,62.9,57.0,4.32,4.3,2.71
train_15055,13369,1.53,Ideal,G,VS2,61.6,57.0,7.4,7.3,4.53
train_15056,3073,0.71,Ideal,E,VS2,62.2,57.0,5.69,5.73,3.55
train_15057,942,0.31,Ideal,D,VS2,62.1,56.0,4.35,4.34,2.7
train_15058,596,0.34,Premium,E,SI1,61.9,59.0,4.44,4.48,2.76
train_15059,1577,0.53,Ideal,G,VS2,61.8,55.0,5.19,5.22,3.21
train_15060,2100,0.7,Very Good,F,SI1,63.2,56.0,5.61,5.5,3.51
train_15061,405,0.3,Ideal,G,SI2,60.6,56.0,4.35,4.4,2.65
train_15062,5197,1.0,Premium,F,SI1,62.7,59.0,6.36,6.4,4.0
train_15063,3625,0.83,Ideal,E,VS2,61.8,57.0,6.04,6.03,3.73
train_15064,499,0.3,Ideal,E,SI1,62.4,57.0,4.27,4.29,2.67
train_15065,522,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61
train_15066,2264,0.7,Very Good,F,SI1,63.5,59.0,5.59,5.65,3.57
train_15067,6153,1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24
train_15068,2147,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35
train_15069,948,0.39,Ideal,E,VS1,62.0,54.0,4.68,4.71,2.91
train_15070,382,0.3,Ideal,G,SI2,62.5,56.0,4.28,4.3,2.68
train_15071,776,0.3,Ideal,G,VS1,61.5,57.0,4.34,4.31,2.66
train_15072,4290,1.04,Good,E,SI2,62.3,62.0,6.4,6.44,4.0
train_15073,5299,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03
train_15074,1111,0.7,Good,I,I1,63.9,62.0,5.62,5.57,3.58
train_15075,3881,0.91,Premium,H,VS1,59.2,62.0,6.2,6.14,3.65
train_15076,3171,0.79,Ideal,E,SI1,60.3,56.0,5.99,6.05,3.63
train_15077,9545,1.08,Ideal,D,VS1,61.1,56.0,6.59,6.63,4.04
train_15078,4891,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05
train_15079,402,0.23,Very Good,E,VS2,60.8,58.0,3.98,4.02,2.43
train_15080,1268,0.53,Good,G,SI1,63.8,56.0,5.14,5.18,3.29
train_15081,12910,1.63,Ideal,H,SI1,61.8,57.0,7.5,7.54,4.64
train_15082,1987,0.5,Premium,F,VVS2,62.7,56.0,5.08,5.03,3.17
train_15083,3808,1.0,Premium,G,SI2,61.8,58.0,6.44,6.4,3.97
train_15084,756,0.32,Premium,D,SI1,58.9,60.0,4.49,4.47,2.64
train_15085,5315,1.18,Good,D,SI2,61.7,63.0,6.67,6.72,4.13
train_15086,4157,0.9,Very Good,H,VS2,62.2,58.0,6.11,6.18,3.82
train_15087,2005,0.53,Ideal,G,VVS1,61.2,55.0,5.19,5.23,3.19
train_15088,4682,0.95,Premium,F,SI1,62.9,59.0,6.24,6.13,3.89
train_15089,957,0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73
train_15090,2665,0.77,Good,D,SI2,63.8,58.0,5.81,5.78,3.7
train_15091,910,0.32,Ideal,D,VVS1,61.8,56.0,4.37,4.4,2.71
train_15092,2008,0.71,Very Good,I,SI1,62.9,59.0,5.66,5.7,3.57
train_15093,2175,0.82,Very Good,J,SI2,62.0,58.0,5.93,5.98,3.69
train_15094,6632,1.91,Fair,H,SI2,64.6,56.0,7.76,7.7,4.99
train_15095,599,0.26,Ideal,E,VVS1,,57.0,4.07,4.1,2.52
train_15096,941,0.43,Ideal,G,VS1,61.2,57.0,4.88,4.83,2.97
train_15097,2644,0.55,Ideal,D,VVS2,61.1,57.0,5.32,5.29,3.24
train_15098,1655,0.5,Ideal,E,VS2,60.6,59.0,5.1,5.2,3.12
train_15099,1033,0.34,Ideal,E,VS1,62.0,56.0,4.52,4.48,2.79
train_15100,3017,0.7,Ideal,G,VS1,61.1,56.0,5.72,5.74,3.5
train_15101,397,0.26,Ideal,H,SI1,,54.0,4.1,4.13,2.56
train_15102,461,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77
train_15103,3619,0.9,Premium,F,SI2,61.4,58.0,6.13,6.19,3.78
train_15104,3763,1.0,Fair,I,VS1,65.3,55.0,6.34,6.25,4.11
train_15105,1838,0.5,Premium,F,VS1,62.0,58.0,5.1,5.03,3.14
train_15106,1053,0.36,Good,E,IF,57.7,54.0,4.74,4.79,2.75
train_15107,5860,1.0,Very Good,G,VS2,61.5,58.0,6.36,6.39,3.92
train_15108,472,0.23,Very Good,D,VVS2,58.5,62.0,4.04,4.06,2.37
train_15109,6335,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0
train_15110,2596,0.7,Premium,F,SI1,59.5,57.0,5.81,5.79,3.45
train_15111,1333,0.4,Premium,G,IF,59.8,58.0,4.79,4.85,2.88
train_15112,548,0.23,Ideal,E,VS2,61.7,55.0,3.98,4.0,2.46
train_15113,10447,1.57,Very Good,I,VS2,60.3,58.0,7.58,7.55,4.56
train_15114,8279,1.01,Ideal,D,VS2,62.6,55.0,6.42,6.46,4.03
train_15115,8580,1.5,Very Good,G,SI2,58.5,62.0,7.4,7.44,4.34
train_15116,5429,1.31,Good,H,SI2,,57.0,6.9,6.84,4.41
train_15117,2938,0.71,Very Good,H,VVS1,62.7,59.0,5.65,5.67,3.55
train_15118,445,0.33,Premium,I,SI1,61.3,59.0,4.46,4.51,2.75
train_15119,530,0.23,Very Good,F,VVS2,60.0,57.0,4.0,4.04,2.41
train_15120,9548,1.5,Very Good,E,SI2,62.1,59.0,7.26,7.33,4.53
train_15121,1061,0.48,Ideal,I,VVS2,62.1,56.0,5.01,5.04,3.12
train_15122,3574,0.91,Ideal,I,SI1,62.4,56.0,6.2,6.24,3.88
train_15123,17227,2.01,Ideal,I,VS1,61.4,59.0,8.06,8.13,4.97
train_15124,1079,0.41,Ideal,E,VS1,61.8,55.0,4.75,4.8,2.95
train_15125,838,0.33,Ideal,G,VVS1,62.0,55.0,4.45,4.49,2.77
train_15126,852,0.33,Ideal,E,VVS1,62.6,58.0,4.36,4.4,2.74
train_15127,878,0.3,Ideal,G,VVS2,,57.0,4.32,4.28,2.71
train_15128,1015,0.41,Ideal,D,SI1,61.0,57.0,4.8,4.78,2.92
train_15129,1840,0.52,Very Good,E,VS1,59.8,61.0,5.19,5.22,3.11
train_15130,1881,0.75,Premium,F,SI2,59.8,60.0,5.96,5.92,3.55
train_15131,12375,1.21,Ideal,D,VVS2,61.3,57.0,6.85,6.88,4.21
train_15132,8388,1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58
train_15133,8167,1.5,Very Good,E,SI2,62.7,59.0,7.22,7.3,4.55
train_15134,587,0.38,Ideal,G,SI2,61.7,56.0,4.64,4.67,2.87
train_15135,8739,1.53,Premium,D,SI2,59.9,58.0,7.54,7.41,4.48
train_15136,7768,1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05
train_15137,8896,1.71,Very Good,I,SI2,,58.0,7.59,7.54,4.74
train_15138,2148,0.72,Premium,I,SI1,61.5,59.0,5.73,5.78,3.54
train_15139,975,0.4,Ideal,E,VS2,61.1,56.0,4.77,4.75,2.91
train_15140,4004,1.1,Premium,H,SI2,62.8,55.0,6.68,6.57,4.16
train_15141,684,0.39,Very Good,G,SI1,61.7,57.0,4.77,4.7,2.92
train_15142,1170,0.54,Ideal,I,SI1,62.4,55.0,5.19,5.23,3.25
train_15143,1031,0.42,Ideal,D,VS2,62.1,54.0,4.8,4.83,2.99
train_15144,3481,0.9,Very Good,H,SI2,62.3,61.0,6.15,6.17,3.84
train_15145,544,0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7
train_15146,3750,0.95,Good,F,SI2,59.7,57.0,6.41,6.45,3.84
train_15147,1297,0.55,Ideal,I,VS1,62.5,57.0,5.19,5.25,3.26
train_15148,507,0.34,Premium,D,SI2,60.6,60.0,4.48,4.53,2.73
train_15149,15609,1.56,Ideal,G,VVS2,62.5,55.0,7.39,7.45,4.64
train_15150,710,0.3,Very Good,D,VS2,62.4,56.0,4.27,4.32,2.68
train_15151,608,0.3,Ideal,I,VS1,61.0,56.0,4.37,4.35,2.66
train_15152,1639,0.54,Very Good,F,VS2,60.9,55.0,5.25,5.31,3.21
train_15153,13325,1.51,Ideal,F,VS2,61.7,57.0,7.37,7.31,4.53
train_15154,795,0.33,Very Good,G,VVS1,61.8,55.0,4.44,4.48,2.76
train_15155,583,0.23,Very Good,F,VVS1,62.8,54.0,3.92,3.94,2.47
train_15156,1017,0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8
train_15157,17820,2.16,Ideal,H,SI1,61.9,57.0,8.3,8.38,5.16
train_15158,10331,1.56,Premium,H,VS2,62.4,58.0,7.44,7.39,4.63
train_15159,2515,0.7,Ideal,G,VS2,61.2,57.0,5.77,5.7,3.51
train_15160,9132,1.49,Ideal,H,SI1,62.4,56.0,7.28,7.24,4.53
train_15161,3360,1.0,Premium,H,SI2,59.4,60.0,6.55,6.49,3.87
train_15162,15673,2.01,Premium,H,SI2,62.2,61.0,8.08,8.04,5.01
train_15163,3864,1.5,Good,F,I1,63.7,59.0,7.29,7.18,4.62
train_15164,12175,1.18,Very Good,F,VVS1,60.4,59.0,6.82,6.86,4.13
train_15165,5703,1.01,Very Good,D,SI2,63.1,54.0,6.39,6.35,4.02
train_15166,1271,0.55,Very Good,F,SI1,,57.0,5.17,5.21,3.3
train_15167,8564,1.18,Ideal,G,VS2,62.7,55.0,6.77,6.74,4.23
train_15168,7432,1.17,Very Good,F,VS2,62.4,56.0,6.71,6.76,4.2
train_15169,1007,0.41,Ideal,E,VS1,61.4,55.0,4.8,4.84,2.96
train_15170,13556,2.17,Premium,J,SI2,,58.0,8.31,8.26,5.16
train_15171,7291,1.5,Very Good,H,SI2,62.0,63.0,7.28,7.24,4.5
train_15172,895,0.3,Ideal,E,VVS1,60.5,57.0,4.34,4.39,2.64
train_15173,4821,1.01,Very Good,H,VS2,62.2,56.0,6.35,6.44,3.98
train_15174,758,0.32,Ideal,D,VS2,61.0,57.0,4.42,4.46,2.71
train_15175,2287,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06
train_15176,5312,1.02,Premium,H,VS2,62.5,60.0,6.43,6.38,4.0
train_15177,1089,0.44,Premium,D,SI1,61.9,59.0,4.9,4.86,3.02
train_15178,936,0.37,Ideal,H,IF,61.8,55.0,4.65,4.67,2.88
train_15179,4209,0.81,Premium,D,VS1,62.3,58.0,6.0,5.94,3.72
train_15180,511,0.31,Ideal,G,VS2,62.1,54.0,4.34,4.36,2.7
train_15181,892,0.41,Good,H,VVS1,62.6,62.0,4.7,4.76,2.96
train_15182,5319,1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06
train_15183,1749,0.7,Premium,H,SI2,61.3,61.0,5.67,5.62,3.46
train_15184,2610,0.71,Ideal,F,SI1,61.5,56.0,5.69,5.76,3.52
train_15185,1921,0.63,Premium,E,SI1,61.3,58.0,5.57,5.52,3.4
train_15186,2804,0.72,Ideal,D,SI1,61.5,54.0,5.77,5.8,3.56
train_15187,4094,0.72,Ideal,E,VVS2,62.0,54.9,5.75,5.78,3.57
train_15188,863,0.41,Ideal,I,VVS1,61.8,55.0,4.76,4.79,2.95
train_15189,4012,0.91,Very Good,H,VS2,63.5,57.0,6.12,6.16,3.9
train_15190,544,0.31,Ideal,H,VS1,61.7,57.0,4.32,4.34,2.67
train_15191,2691,0.7,Ideal,H,VS1,61.8,56.0,5.69,5.72,3.53
train_15192,5466,1.22,Premium,I,SI1,62.2,57.0,6.87,6.79,4.25
train_15193,6892,0.9,Very Good,E,VVS2,63.7,57.0,6.1,6.12,3.89
train_15194,1706,0.5,Very Good,H,IF,61.3,60.0,5.08,5.17,3.14
train_15195,4538,1.09,Premium,D,SI2,62.8,56.0,6.49,6.45,4.06
train_15196,975,0.4,Premium,E,VS2,61.9,59.0,4.75,4.72,2.93
train_15197,2437,0.7,Very Good,F,VS2,60.5,58.0,5.78,5.83,3.51
train_15198,977,0.4,Ideal,G,VVS1,61.3,56.0,4.74,4.75,2.91
train_15199,2279,0.56,Premium,E,VVS2,61.5,58.0,5.3,5.33,3.27
train_15200,789,0.36,Premium,E,VS2,62.0,58.0,4.54,4.56,2.82
train_15201,9474,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55
train_15202,1944,0.54,Ideal,H,VVS1,61.1,57.0,5.26,5.22,3.2
train_15203,17634,2.2,Premium,H,SI2,62.7,58.0,8.33,8.27,5.2
train_15204,706,0.35,Ideal,F,VS2,60.5,57.0,4.52,4.6,2.76
train_15205,5887,1.0,Ideal,G,VS2,62.3,56.0,6.43,6.32,3.97
train_15206,5387,1.01,Ideal,H,SI1,61.7,57.0,6.37,6.44,3.96
train_15207,2463,0.71,Ideal,I,VVS2,60.6,57.0,5.73,5.78,3.49
train_15208,614,0.35,Very Good,E,SI1,62.9,58.0,4.48,4.52,2.83
train_15209,3461,1.01,Fair,G,SI2,65.1,58.0,6.29,6.21,4.07
train_15210,614,0.35,Very Good,E,SI1,61.9,58.0,4.49,4.52,2.79
train_15211,958,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86
train_15212,1340,0.54,Premium,G,SI1,61.1,60.0,5.24,5.2,3.19
train_15213,15649,1.52,Good,E,VS1,63.9,56.0,7.21,7.25,4.62
train_15214,6182,1.2,Premium,F,VS2,61.4,58.0,6.8,6.75,4.16
train_15215,743,0.33,Premium,H,VS1,59.2,58.0,4.55,4.5,2.68
train_15216,2246,0.72,Very Good,F,SI2,63.1,58.0,5.69,5.63,3.57
train_15217,984,0.34,Ideal,G,IF,62.2,56.0,4.45,4.46,2.77
train_15218,7186,1.33,Ideal,I,VS2,62.5,54.0,7.02,7.05,4.4
train_15219,2892,0.86,Ideal,H,SI2,61.8,55.0,6.12,6.14,3.79
train_15220,449,0.24,Very Good,H,VVS2,61.4,57.0,4.02,4.04,2.47
train_15221,722,0.42,Very Good,F,SI1,60.6,61.0,4.83,4.87,2.94
train_15222,18295,2.01,Premium,H,SI1,61.4,56.0,8.19,8.13,5.01
train_15223,16339,1.6,Ideal,G,VVS1,60.8,56.0,7.58,7.54,4.6
train_15224,2648,0.7,Premium,F,VS2,60.5,58.0,5.78,5.76,3.49
train_15225,1741,0.55,Ideal,H,VVS1,60.5,57.0,5.32,5.35,3.23
train_15226,1262,0.5,Premium,E,SI2,60.1,60.0,5.13,5.05,3.06
train_15227,1813,0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16
train_15228,8449,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29
train_15229,720,0.45,Premium,J,SI2,60.9,57.0,4.95,4.9,3.05
train_15230,830,0.3,Ideal,G,IF,62.0,54.4,4.3,4.32,2.67
train_15231,10766,1.5,Good,F,SI1,63.4,58.0,7.16,7.2,4.55
train_15232,642,0.31,Ideal,E,VS2,62.4,53.0,4.33,4.36,2.71
train_15233,5035,1.09,Very Good,E,SI2,60.9,59.0,6.61,6.75,4.07
train_15234,3682,0.91,Premium,F,SI2,61.4,60.0,6.21,6.23,3.82
train_15235,988,0.31,Ideal,G,IF,61.0,56.0,4.38,4.37,2.67
train_15236,1830,0.53,Ideal,F,VS1,61.2,56.0,5.22,5.24,3.2
train_15237,2700,0.75,Fair,F,SI1,64.6,57.0,5.7,5.67,3.67
train_15238,3429,0.8,Premium,F,VS2,61.6,58.0,5.98,6.03,3.7
train_15239,9974,1.71,Very Good,H,VS1,63.5,59.0,7.59,7.52,4.8
train_15240,1271,0.39,Premium,G,IF,59.8,55.0,4.84,4.77,2.87
train_15241,923,0.41,Premium,G,SI1,62.6,59.0,4.77,4.72,2.97
train_15242,4704,1.0,Fair,D,SI1,64.9,59.0,6.2,6.13,4.0
train_15243,955,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78
train_15244,949,0.38,Ideal,H,VVS1,61.1,56.0,4.68,4.71,2.87
train_15245,585,0.3,Very Good,E,VS2,61.6,61.0,4.26,4.31,2.64
train_15246,2792,0.7,Ideal,F,VS1,62.2,56.0,5.73,5.68,3.55
train_15247,1007,0.41,Premium,G,VVS2,61.6,58.0,4.74,4.8,2.94
train_15248,14949,1.82,Premium,H,SI1,62.0,59.0,7.81,7.77,4.83
train_15249,4524,1.08,Ideal,J,SI1,61.8,56.0,6.58,6.55,4.06
train_15250,2415,0.7,Premium,G,SI1,60.5,57.0,5.75,5.68,3.46
train_15251,2243,0.5,Ideal,D,VS2,61.1,57.0,5.11,5.13,3.13
train_15252,16872,2.04,Premium,D,SI2,61.8,60.0,8.09,8.13,5.01
train_15253,710,0.3,Ideal,D,VS2,62.3,56.0,4.29,4.32,2.68
train_15254,6140,1.3,Very Good,H,SI2,62.8,58.0,6.93,7.01,4.38
train_15255,728,0.42,Very Good,E,SI1,61.4,54.0,4.83,4.87,2.98
train_15256,1698,0.56,Ideal,G,VS2,62.0,56.0,5.3,5.28,3.28
train_15257,4014,1.12,Premium,H,SI2,62.1,56.0,6.7,6.65,4.14
train_15258,5600,1.01,Very Good,D,SI1,59.0,59.0,6.57,6.59,3.88
train_15259,2840,0.92,Ideal,D,SI2,61.9,56.0,6.27,6.2,3.86
train_15260,4485,1.02,Ideal,J,VS2,62.0,56.0,6.42,6.45,3.99
train_15261,8049,1.51,Ideal,J,SI1,61.4,57.0,7.38,7.43,4.55
train_15262,1781,0.51,Ideal,E,VS2,62.0,56.0,5.15,5.11,3.18
train_15263,491,0.3,Good,H,VS1,63.2,58.0,4.22,4.26,2.68
train_15264,3859,0.9,Good,G,VS2,63.9,61.0,5.97,6.01,3.83
train_15265,942,0.31,Ideal,D,VS2,61.8,56.0,4.36,4.32,2.68
train_15266,932,0.36,Premium,G,VS1,59.7,56.0,4.67,4.64,2.78
train_15267,5405,1.21,Premium,G,SI2,62.7,59.0,6.74,6.66,4.2
train_15268,8736,1.5,Ideal,I,SI1,64.2,59.0,7.13,7.1,4.57
train_15269,675,0.3,Very Good,H,VS1,63.3,56.0,4.3,4.26,2.71
train_15270,15467,2.01,Good,H,SI1,63.9,59.0,7.81,7.91,5.02
train_15271,13207,1.52,Premium,G,VS1,61.5,58.0,7.39,7.31,4.52
train_15272,9354,1.0,Ideal,F,VVS2,61.9,57.0,6.47,6.42,3.99
train_15273,781,0.33,Ideal,D,VS2,61.9,53.0,4.46,4.49,2.77
train_15274,589,0.32,Ideal,D,SI1,62.0,57.0,4.37,4.4,2.72
train_15275,1125,0.5,Premium,F,SI2,59.9,60.0,5.22,5.16,3.11
train_15276,2142,0.6,Ideal,F,VS1,62.9,57.0,5.35,5.31,3.35
train_15277,988,0.39,Ideal,D,VS1,61.8,54.0,4.69,4.73,2.91
train_15278,547,0.26,Very Good,E,VVS2,64.3,57.0,3.99,4.03,2.58
train_15279,18759,2.0,Very Good,F,SI1,57.9,60.0,8.28,8.34,4.81
train_15280,2642,0.77,Good,F,SI1,63.2,57.0,5.82,5.85,3.69
train_15281,2142,0.7,Ideal,H,SI2,59.9,57.0,5.77,5.74,3.45
train_15282,16397,2.19,Very Good,I,SI1,60.7,60.0,8.46,8.4,5.12
train_15283,957,0.3,Ideal,E,IF,62.2,55.0,4.32,4.36,2.7
train_15284,3322,0.83,Very Good,F,SI1,,58.0,5.97,6.01,3.71
train_15285,18421,1.6,Ideal,F,VS2,62.0,55.0,7.49,7.54,4.66
train_15286,14646,2.03,Fair,H,SI1,65.4,58.0,7.91,7.88,5.16
train_15287,11956,1.36,Ideal,G,VVS2,61.1,57.0,7.2,7.14,4.38
train_15288,5073,1.1,Very Good,E,SI2,63.0,56.0,6.59,6.55,4.14
train_15289,12161,1.52,Ideal,G,VS2,61.3,59.0,7.35,7.4,4.52
train_15290,1814,0.7,Premium,G,SI2,59.0,60.0,5.84,5.82,3.44
train_15291,928,0.33,Ideal,E,VS2,61.1,56.0,4.48,4.45,2.73
train_15292,3557,0.73,Premium,D,VS1,60.0,58.0,5.9,5.86,3.53
train_15293,16068,2.0,Premium,I,VS2,58.6,62.0,8.2,8.17,4.8
train_15294,827,0.41,Good,J,IF,63.6,54.0,4.72,4.75,3.01
train_15295,1697,0.7,Good,H,SI2,64.2,58.0,5.56,5.6,3.58
train_15296,2271,0.71,Premium,E,SI2,61.8,57.0,5.73,5.67,3.52
train_15297,6955,1.2,Very Good,F,SI1,63.3,58.0,6.63,6.57,4.18
train_15298,640,0.3,Very Good,F,VS1,59.8,60.0,4.39,4.31,2.6
train_15299,2961,0.72,Premium,E,VS1,61.5,60.0,5.79,5.75,3.55
train_15300,9898,1.52,Good,H,SI1,63.6,57.0,7.25,7.3,4.63
